,question,intent_question,history,conversation_id,document_url_question,domain_question,text_answer,intent_answer,domain_answer,question_id,title,description,ingredients,steps
1270,"I have sewed the straight stitch, what is the next step?",request_next_step,"student: done lowering presser foot, can i start?  | teacher: You are ready to start sewing.   Here is how to proceed with that.  | teacher: Yes, you will want to sew a straight stitch along the edges of the zipper. I'm going to include more detailed instructions below.  | student: Wow, this is sort of fun and scary, thanks for the details and inspiration. Am I done here or are there other aspects I should tie up?",Wizard-of-Task-diy-229,https://www.wikihow.com/Replace-a-Zipper,diy,Transfer them to a cool platter.,answer_question_recipe_steps,food,diy-229-8,How to Replace a Zipper,"
If you have a broken zipper and you have tried everything to fix it, then your best solution to the problem is to replace it. To replace a zipper, you will need to get a new zipper that about the same as your old one, remove the old zipper with a seam ripper, and then sew the new zipper into place. The process is a little time consuming, but it is not difficult as long as you have a sewing machine and some basic sewing skills.

",,"['Measure the zipper.', 'Choose a zipper that is the same color and style as the old one.', 'Shorten the zipper if needed.', 'Note how the old zipper is positioned before you remove it.', 'Use a seam ripper to cut the stitches holding the zipper in place.', 'Pull gently on the zipper fabric as you go.', 'Remove any stray threads.', 'Position your new zipper.', 'Install a zipper foot if you have one.', 'Thread your machine with a matching color thread.', 'Lower the presser foot.', 'Sew a straight stitch along the edges.', 'Trim off any loose threads.']"
1271,"I will be sure to give them the correct light, is there anything else I need to do?",request_next_step,"student: What should I do after transplanting the clones? | teacher: Water and mist the clones immediately after planting. Use only distilled water to avoid damage by chlorine, minerals and salt in tap water. | student: I have watered the clones, what should I do next? | teacher: Going forward, you want to provide them with 18 hours of weak light per day.",Wizard-of-Task-diy-232,https://www.wikihow.com/Plant-Clones,diy,Good question. It calls for boiling water. I've shared the step,answer_question_recipe_steps,food,diy-232-10,How to Plant Clones,"
If you live in a place where it is legal to grow marijuana, you can expand your crop by planting clones. Planting clones of marijuana plants is a simple process that only requires a few steps. Choose clean pots with new soil and provide a warm, moist environment with weak light to ensure that the clones thrive.

",,"['Quarantine the clones for 3-5 days.', 'Dip infected clones in a foliar pest or fungal control product.', 'Begin with new or clean pots with drainage holes.', 'Use new soil with high nitrogen levels and a pH of 6.', 'Plant clones when the roots are 3 inches (7.6\xa0cm) long.', 'Fill a pot almost to the top with lightly-compacted soil.', 'Make a hole in the soil and gently place the clone into it.', 'Water and mist the clones immediately after planting.', 'Provide 18 hours of weak light per day.', 'Ensure the temperature is between 72 and 77\xa0°F (22 and 25\xa0°C).', 'Keep the soil consistently moist.', 'Provide little to no breeze for cloned plants.', 'Treat the clones as adults after 6-8 weeks.']"
1272,"I have all of the rust removed, what's next?",request_next_step,"student: any thing else I need? | teacher: Well now you need to wash the chrome bumper with soap and water | student: I have washed the bumper with soap and water, what should I do next? | teacher: After you carefully dry the bumper, now you will remove any rust that's present. You can do this with a paste that's a mixture of vinegar and baking soda. You'll use a rag or cloth to distribute the mixture to cover the rusted area. You'll let that sit for about 5 minutes and then use steel wool to remove it. You may need to repeat the process. Once you're done, make sure to thoroughly rinse and dry your bumper again.",Wizard-of-Task-diy-237,https://www.wikihow.com/Paint-Chrome-Bumpers,diy,The pistachios should be roasted. See attached description of ingredient. ,answer_question_recipe_steps,food,diy-237-2,How to Paint Chrome Bumpers,"
Maybe your chrome bumper has rusted, or you’re just not a fan of that shiny silver color. Painting over chrome isn’t like painting over regular metals — if you paint directly on top of it, you’ll end up with flaking paint and a sad-looking bumper. By making sure the bumper is clean, priming the chrome, and sanding its surface, you’ll have a painted chrome bumper ready for its next drive.

",,"['Remove the bumper from the vehicle.', 'Wash the chrome bumper with soap and water.', 'Remove rust from the bumper if necessary.', 'Sand the entire chrome bumper evenly.', 'Wipe down the bumper using grease and wax remover.', 'Cover any areas of the bumper you don’t want painted with tape.', 'Set up your work area and safety gear.', 'Spray the chrome bumper with self-etching primer.', 'Spray the bumper with regular automotive primer.', 'Sand the primer without touching the chrome surface.', 'Wipe away any dust or residue from the primer.', 'Practice your spraying technique.', 'Spray the paint onto the bumper in light, even coats.', 'Apply clear coats to the painted bumper.', 'Reattach the bumper to your vehicle once it’s completely dry.']"
1273,"I have some masking tape, what should I do next?",request_next_step,"student: What should I do after putting down the tarp? | teacher: Do you have some painter's tape? If not, get some.  | student: What other tpe I could use if I can't find it? | teacher: Masking tape should work OK; just don't press too firmly when applying it, as you want to be able to remove it without damaging anything.",Wizard-of-Task-diy-241,https://www.wikihow.com/Choose-an-Accent-Wall,diy,"In addition to the seaweed, here is what you will need. ",answer_question_recipe_steps,food,diy-241-6,How to Choose an Accent Wall,"
A colorful accent wall is a great way to create a fresh new look for a room. An accent wall establishes a focal point in your space, so the wall you choose is important. If you have a fireplace, built-in bookshelves, or some other feature you want to spotlight, use the accent wall to draw eyes straight to it. Consider the room’s purpose, the mood you want to create, and current color scheme before selecting your paint color. When you’re ready to get started on the wall, apply 2 coats of paint for the best results.

",,"['Find the natural focal point in the room.', 'Create a focal point if the room doesn’t have one.', 'Go with a solid wall without windows or doors.', 'Select the farthest short wall in an oblong room.', 'Favor muted colors over bold ones to stand the test of time.', 'Account for the room’s purpose and the mood you want to create.', 'Go with a color that is darker than the other walls in the room.', 'Choose a color that complements the room’s color scheme.', 'Avoid color coordinating everything in the room.', 'Calculate how much paint you’ll need.', 'Remove the fixtures on the wall and put down protective tarp.', ""Use painter's tape to create clean lines on the adjoining walls."", 'Clean the wall before you paint.', 'Brush on a coat of primer for the best paint coverage (if desired).', 'Apply 2 coats of your chosen paint for the best finish.']"
1274,"As the previous step said, you're running the water first to check for leaks. You want to check for leaks before everything is connected completely so you don't need to back track and re-do your work. By testing for leaks you're working smarter, not harder.",answer_question_recipe_steps,"teacher: Next you will trim the discharge tube. You need to check the discharge tube length as not all models will be the same will require different lengths. I've attached a more detailed description and image below. | student: Okay, I've trimmed the tube, what do I start doing now?  | teacher: Now you should run some water through the disposal to check for leaks. Let the facuet run for 20 seconds or so and examine each of the connections sites around the unit and patch any leaks that you find. I've included a more detailed approach to this step below. | student: Would you please clarify, as I am confused why I would need to run water before it is all connected?",Wizard-of-Task-diy-242,https://www.wikihow.com/Replace-a-Garbage-Disposal,diy,"Excellent question. No, no need to stir the eggs. Keep pan covered. Attached are the final steps for your convenience. You want the eggs cooked omelette style as opposed to scrambled. Enjoy!",answer_question_recipe_steps,food,diy-242-17,How to Replace a Garbage Disposal,"
No need to worry if your garbage disposal is on the fritz—installing a new one is a straightforward project that you can do yourself in just a few minutes. Start by switching off the power to the disposal at your home’s breaker box to ensure that you can work safely. Next, remove the old unit by detaching it from the mounting ring directly beneath the sink drain. Finally, install any necessary new mounting hardware, fit the new disposal into place, and turn on the water to test for leaks before giving it a trial run.

",,"['Turn off the power to the garbage disposal.', 'Identify your garbage disposal.', 'Disconnect the discharge tube.', 'Release the old disposal from the mounting ring.', 'Separate the disposal from the power supply.', 'Pull off the existing mounting ring.', 'Loosen the nut securing the rest of the assembly.', 'Remove the sink flange.', 'Install the new sink flange.', 'Connect the new mounting assembly.', 'Secure the replacement disposal to the mounting ring.', 'Reattach the electrical wires.', 'Reconnect the discharge tube.', 'Trim the discharge tube as needed.', 'Run water through the disposal to check for leaks.', 'Test the new disposal.']"
1275,Nothing else to do. Your hard work is done and now you can start disposing. Congratulations!,answer_question_external_fact,"student: I have found the source of the leak, what should I do next? | student: The disposal is running great, is there anything else I should do? | student: I turned on the disposal and it seems to be running well, is there anything else I should do? | teacher: Use a strip of thread seal tape to patch up the leaking spot. Alternatively, you can also use a line of Teflon pipe joint compound. Either one will work.",Wizard-of-Task-diy-242,https://www.wikihow.com/Replace-a-Garbage-Disposal,diy,A large chef's knife would work especially well due to length. You can also use a pizza cutter or any sharp knife,answer_question_recipe_steps,food,diy-242-19,How to Replace a Garbage Disposal,"
No need to worry if your garbage disposal is on the fritz—installing a new one is a straightforward project that you can do yourself in just a few minutes. Start by switching off the power to the disposal at your home’s breaker box to ensure that you can work safely. Next, remove the old unit by detaching it from the mounting ring directly beneath the sink drain. Finally, install any necessary new mounting hardware, fit the new disposal into place, and turn on the water to test for leaks before giving it a trial run.

",,"['Turn off the power to the garbage disposal.', 'Identify your garbage disposal.', 'Disconnect the discharge tube.', 'Release the old disposal from the mounting ring.', 'Separate the disposal from the power supply.', 'Pull off the existing mounting ring.', 'Loosen the nut securing the rest of the assembly.', 'Remove the sink flange.', 'Install the new sink flange.', 'Connect the new mounting assembly.', 'Secure the replacement disposal to the mounting ring.', 'Reattach the electrical wires.', 'Reconnect the discharge tube.', 'Trim the discharge tube as needed.', 'Run water through the disposal to check for leaks.', 'Test the new disposal.']"
1276,"Date plants like a lot of sun so be sure to put it in a spot with full sunlight, so it can be exposed to the maximum amount of sun in your home. ",answer_question_recipe_steps,teacher: Now you've come to the point to try sprouting the seeds in pots if having them in containers is your preference. The shared content can tell you more! | student: What should I do after I'm done sprouting the seeds in pots? | teacher: Make sure to keep the plants in a sunny area. | student: How much sun should the date plants getting everyday? ,Wizard-of-Task-diy-244,https://www.wikihow.com/Plant-Date-Seeds,diy,"Hello! You will need jackfruit, rice, and a few others. I've shared a list",answer_question_recipe_steps,food,diy-244-8,How to Plant Date Seeds,"
If you live in a sunny climate, sprouting and planting a date seed can be a fun project. The seeds from dates can grow into date palm trees that you’ll be able to enjoy in your home, porch, or garden. Simply collect and wash the pits from some medjool dates, then let them germinate for a couple months. Once the seeds sprout, you can plant them in a pot of soil. Water them well and give them as much sunlight as possible. Date palms are slow-growing, so you may have to wait up to 4 years before they grow to full size, but the planting process is an easy way to get started!

",,"['Buy some ripe medjool dates and collect the seeds.', 'Clean off the seeds to remove any leftover fruit.', 'Soak the pits in fresh water for 48 hours.', 'Fold 2 seeds into a damp piece of paper towel.', 'paper towel', 'Place the seeds and paper towel into a plastic bag and seal it.', 'Store the bag in a warm, dark place for 6-8 weeks.', 'Check the plant regularly for growth progress or mold.', 'plant', 'Pot', 'the seed once it sprouts.', 'Try sprouting the seeds in pots if you’d prefer them in containers.', 'Find a pot with plenty of drainage holes in the bottom.', 'Fill the pot 3/5 full with potting soil.', 'Place the sprouted seed 1 inch (2.5\xa0cm) above the center of the soil.', 'Fill the rest of the pot up with lightly packed soil or sand.', 'Water the plant thoroughly.', 'Keep the pot in a sunny area.', 'Water the plant whenever the first 2 inches (5.1\xa0cm) of soil feels dry.', 'Transplant the date palm into larger pots as it grows.', 'Transplant the date palm into the ground if it gets too big for a pot.']"
1277,"Good question.  Yes, you will want to submerge the tulle fabric completely in the dye mix so that it all gets covered with liquid.  ",answer_question_recipe_steps,teacher: I do not believe this has anything to do with dyeing tulle. | teacher: This does not have anything to do with dyeing tulle | student: Do I just dip the entire piece of tulle into the dye? | student: Am I supposed to dye the tulle in a single step or should I partially dip the tulle in first?,Wizard-of-Task-diy-250,https://www.wikihow.com/Dye-Tulle,diy,cook them on medium heat; same as the oil.,answer_question_recipe_steps,food,diy-250-12,How to Dye Tulle,"
Tulle is a type of thin netting most commonly found in gowns, veils, tutus, and similarly delicate clothing items. The material isn’t always available in a wide variety of colors, but dyeing your tulle can help you change it into almost any shade imaginable

",,"['Wash your fabric.', 'Fill a disposable pot with water and heat it to a medium temperature.', 'Pour your dye into the pot.', 'Mix the dye with a disposable spoon for at least 1 minute.', 'Place your tulle fabric in the pot.', 'Let the tulle simmer for at least 30 minutes, stirring frequently.', 'Remove the tulle and rinse it with hot water.', 'Clean your fabric in the washer and dryer.', 'Prewash your tulle.', 'Soak your tulle in hot water.', 'Pour a liquid dye mix into the detergent slot.', 'Add hot water to the detergent slot equal to the amount of dye you used.', 'Put in 1\xa0US\xa0tbsp (15\xa0ml) of detergent.', 'Add 4 cups (950\xa0ml) of hot salt water after 10 minutes of soaking.', 'Wash your tulle and dye in hot, high water.', 'Run the washing machine with warm water and detergent until the tulle stops bleeding ink.', 'Clean your washing machine before using it again.', 'Use acid or all purpose dye to color nylon tulle.', 'Get a disperse dye to tint polyester tulle.', 'Tint rayon tulle with cotton-friendly dyes.', 'Color silk tulle using almost any dye.']"
1278,"You will now remove it and rinse it with hot water. Further, after dyeing it, put the fabric into a new small bowl. I have attached a picture to show you how to transfer it.",return_next_step,"teacher: You want to let the tulle simmer for at least 30 minutes | teacher: None | student: I let the tulle sit for thirty minutes, what is my next step? | student: I don't think that has anything to do with the task? Can you please tell me what the next step is?",Wizard-of-Task-diy-250,https://www.wikihow.com/Dye-Tulle,diy,"Yes! Add the jackfruit, serrano, chili powder and salt. Cook this and stir for 1 minute. ",answer_question_recipe_steps,food,diy-250-13,How to Dye Tulle,"
Tulle is a type of thin netting most commonly found in gowns, veils, tutus, and similarly delicate clothing items. The material isn’t always available in a wide variety of colors, but dyeing your tulle can help you change it into almost any shade imaginable

",,"['Wash your fabric.', 'Fill a disposable pot with water and heat it to a medium temperature.', 'Pour your dye into the pot.', 'Mix the dye with a disposable spoon for at least 1 minute.', 'Place your tulle fabric in the pot.', 'Let the tulle simmer for at least 30 minutes, stirring frequently.', 'Remove the tulle and rinse it with hot water.', 'Clean your fabric in the washer and dryer.', 'Prewash your tulle.', 'Soak your tulle in hot water.', 'Pour a liquid dye mix into the detergent slot.', 'Add hot water to the detergent slot equal to the amount of dye you used.', 'Put in 1\xa0US\xa0tbsp (15\xa0ml) of detergent.', 'Add 4 cups (950\xa0ml) of hot salt water after 10 minutes of soaking.', 'Wash your tulle and dye in hot, high water.', 'Run the washing machine with warm water and detergent until the tulle stops bleeding ink.', 'Clean your washing machine before using it again.', 'Use acid or all purpose dye to color nylon tulle.', 'Get a disperse dye to tint polyester tulle.', 'Tint rayon tulle with cotton-friendly dyes.', 'Color silk tulle using almost any dye.']"
1279,Clean your fabric in the washer and dryer.,return_next_step,"teacher: You will now remove it and rinse it with hot water. Further, after dyeing it, put the fabric into a new small bowl. I have attached a picture to show you how to transfer it. | teacher: Absolutely, let's move on.  Once the tulle has simmered for 30 minutes, remove it and rise it with hot water.  When you finished dying the fabric, turn off the burner and take the tulle out of the water.  Be careful, the tulle fabric and the water will be hot!  See the attached instructions for more details. | student: I dried my tulle off and have a small bowl handy, should I go ahead and put it in the bowl next? | student: I have carefully removed the tulle, what should I do with it now?",Wizard-of-Task-diy-250,https://www.wikihow.com/Dye-Tulle,diy,"Yes, keep the heat on the same temp.",answer_question_recipe_steps,food,diy-250-14,How to Dye Tulle,"
Tulle is a type of thin netting most commonly found in gowns, veils, tutus, and similarly delicate clothing items. The material isn’t always available in a wide variety of colors, but dyeing your tulle can help you change it into almost any shade imaginable

",,"['Wash your fabric.', 'Fill a disposable pot with water and heat it to a medium temperature.', 'Pour your dye into the pot.', 'Mix the dye with a disposable spoon for at least 1 minute.', 'Place your tulle fabric in the pot.', 'Let the tulle simmer for at least 30 minutes, stirring frequently.', 'Remove the tulle and rinse it with hot water.', 'Clean your fabric in the washer and dryer.', 'Prewash your tulle.', 'Soak your tulle in hot water.', 'Pour a liquid dye mix into the detergent slot.', 'Add hot water to the detergent slot equal to the amount of dye you used.', 'Put in 1\xa0US\xa0tbsp (15\xa0ml) of detergent.', 'Add 4 cups (950\xa0ml) of hot salt water after 10 minutes of soaking.', 'Wash your tulle and dye in hot, high water.', 'Run the washing machine with warm water and detergent until the tulle stops bleeding ink.', 'Clean your washing machine before using it again.', 'Use acid or all purpose dye to color nylon tulle.', 'Get a disperse dye to tint polyester tulle.', 'Tint rayon tulle with cotton-friendly dyes.', 'Color silk tulle using almost any dye.']"
1280,"Great, is there anything else that I need to do?",request_next_step,"student: I've got a few that seem ready to harvest, what's the best way to get them out of the soil? | teacher: To get them out of the ground, just pull the onions from the ground! When the bulbs start to appear above the ground, they're ready for harvest. | student: How much of the plant can I eat once harvested? | teacher: You must not eat the roots, shoots or the skin. The rest is edible.",Wizard-of-Task-diy-277,https://www.wikihow.com/Plant-Sprouted-Onions,diy,Yes! It is a sauce.,answer_question_recipe_steps,food,diy-277-6,How to Plant Sprouted Onions,"
If you notice a green sprout emerging from the top of an onion, it means it's trying to regrow. By separating the sprouts inside an onion’s layers and planting them in good soil you can grow multiple new onions within a single season.

",,"['Peel off sprouted onion’s papery outer skin.', ""Use a knife to cut the onion's layers from the sprouts."", 'knife', 'Separate the onion sprouts.', 'Place the sprouts in water until roots grow.', 'Plant the sprouts 1 inch (2.5 cm) deep in quality potting soil.', 'Water the plants every few days.', 'Check the plants for weeds every day and remove any that appear.', 'Treat the plants twice a week with fungicidal spray.', 'Look for signs that the onions are ready for harvest.', 'harvest', 'Pull the onions from the ground once they have ripened.', 'Place the onions outside on dry ground for a few days.', ""Clip the roots and cut 1 inch (2.5 cm) from the onion's foliage."", 'Keep the onions on cool, dry ground until dry outer skins form.', 'Store the onions', 'in baskets or dry mesh bags.']"
1281,"Okay, I have the pasta ready, what should I start doing now? ",request_next_step,student: What do I do after I've let the wine simmer?  | teacher: Bring a large pot of salted water to a boil. | student: Is there anything I can work on while waiting for the water to boil? | teacher: If you have not gotten the pasta yet you can gather it so you can put it in the pot after the water boils,Wizard-of-Task-food-5,https://www.wholefoodsmarket.com/recipes/pasta-alla-norma,food,1 package should be ok,answer_question_recipe_steps,food,food-5-8,Pasta Alla Norma,"This traditional Sicilian dish combines pasta, eggplant, tomatoes, olives and salty ricotta salata for a light summer meal. Serve with a green salad and a bottle of pinot grigio.","['1 1/2 pound ripe Roma tomatoes, cored and quartered lengthwise', '1/2 cup extra-virgin olive oil', '1/2 teaspoon fine sea salt', '1/2 teaspoon ground black pepper', '1 eggplant (about 1 1/2 pounds), cut into 3/4-inch cubes', '3 cloves garlic, finely chopped', '1 cup white wine', '1 pound dried penne rigate pasta', '1/2 cup oil-cured olives, pitted, roughly chopped', '1 cup ricotta salata cheese, crumbled', '1/4 cup grated Pecorino Romano cheese', '1 cup loosely packed fresh basil leaves, torn']","['Preheat oven to 375F.', 'Arrange tomatoes on a large rimmed baking sheet in a single layer.', 'Drizzle with 2 tablespoons of the oil and season with some of the salt and pepper; set aside.', 'Arrange eggplant on a second large rimmed baking sheet, drizzle with 2 tablespoons of the remaining oil and season with the remaining salt and pepper.', 'Roast tomatoes and eggplant, rotating trays halfway through, until tomatoes are softened and beginning to char and eggplant is browned and softened, 30 to 40 minutes; set aside.', 'In a large, deep skillet, heat remaining 1/4 cup oil over medium heat.', 'Add garlic and cook, stirring frequently, until the garlic starts to brown, about 1 minute.', 'Add wine and simmer until reduced by about half, 6 to 8 minutes.', 'Meanwhile, bring a large pot of salted water to a boil.', 'Add pasta and cook according to the package directions.', 'Add tomatoes, eggplant and olives to the garlic-wine mixture in skillet.', 'As soon as the pasta is cooked, drain and add to skillet along with 1 or 2 tablespoons of the starchy pasta cooking water.', 'Toss to combine well.', 'Add ricotta salata, Pecorino Romano and basil and toss gently to combine. Serve immediately.']"
1282,"Ok, just to clarify, everything's ready right? I can serve it all?",request_next_step,"student: Will do!  What do I do once I'm done adding the pasta? | teacher: After you have drained the pasta and added it to the skillet, then you add the ricotta salata, Pecorino Romano, and basil. Toss gently and serve immediately.  | student: Should the pasta be rinsed in Cool water first, or should it simply be served hot? | teacher: The recipe doesn't call for it.",Wizard-of-Task-food-5,https://www.wholefoodsmarket.com/recipes/pasta-alla-norma,food,Yes the tofu should be sliced.,answer_question_recipe_steps,food,food-5-9,Pasta Alla Norma,"This traditional Sicilian dish combines pasta, eggplant, tomatoes, olives and salty ricotta salata for a light summer meal. Serve with a green salad and a bottle of pinot grigio.","['1 1/2 pound ripe Roma tomatoes, cored and quartered lengthwise', '1/2 cup extra-virgin olive oil', '1/2 teaspoon fine sea salt', '1/2 teaspoon ground black pepper', '1 eggplant (about 1 1/2 pounds), cut into 3/4-inch cubes', '3 cloves garlic, finely chopped', '1 cup white wine', '1 pound dried penne rigate pasta', '1/2 cup oil-cured olives, pitted, roughly chopped', '1 cup ricotta salata cheese, crumbled', '1/4 cup grated Pecorino Romano cheese', '1 cup loosely packed fresh basil leaves, torn']","['Preheat oven to 375F.', 'Arrange tomatoes on a large rimmed baking sheet in a single layer.', 'Drizzle with 2 tablespoons of the oil and season with some of the salt and pepper; set aside.', 'Arrange eggplant on a second large rimmed baking sheet, drizzle with 2 tablespoons of the remaining oil and season with the remaining salt and pepper.', 'Roast tomatoes and eggplant, rotating trays halfway through, until tomatoes are softened and beginning to char and eggplant is browned and softened, 30 to 40 minutes; set aside.', 'In a large, deep skillet, heat remaining 1/4 cup oil over medium heat.', 'Add garlic and cook, stirring frequently, until the garlic starts to brown, about 1 minute.', 'Add wine and simmer until reduced by about half, 6 to 8 minutes.', 'Meanwhile, bring a large pot of salted water to a boil.', 'Add pasta and cook according to the package directions.', 'Add tomatoes, eggplant and olives to the garlic-wine mixture in skillet.', 'As soon as the pasta is cooked, drain and add to skillet along with 1 or 2 tablespoons of the starchy pasta cooking water.', 'Toss to combine well.', 'Add ricotta salata, Pecorino Romano and basil and toss gently to combine. Serve immediately.']"
1283,I have washed the lettuce and am ready for the next step please. ,request_next_step,student: Could I use regular table salt or do I need to use smoked salt? | teacher: Yes you can substitute but you will have a slightly different flavor. If you have liquid smoke you can add some to compensate for that difference or just go with out that hint of smoke. When your ready here is the final step.  | student: Do I need to first wash the frisee lettuce? | teacher: It's not part of the recipe but you certainly can. ,Wizard-of-Task-food-17,https://www.wholefoodsmarket.com/recipes/winter-chicken-salad-walnuts-and-dried-cherries,food,"Hello!  You will need the following ingredients for this recipe: dried chickpeas, red onion, ras el hanout, diced canned tomatoes with juice, and mix fresh herbs (cilantro, parsley, mint).  I've also shared a list containing the exact quantities of ingredients required.",answer_question_recipe_steps,food,food-17-3,Winter Chicken Salad with Walnuts and Dried Cherries,This main course salad combines roasted chicken with rich nuts and tart cherries in a walnut oil-balsamic vinaigrette. A smoked finishing salt adds depth of flavor. Feel free to swap sunflower or pumpkin seeds for the walnuts if you need a nut-free option.,"['3 large roasted chicken breasts, cut into bite-size pieces (about 3 1/2 cups)', '3/4 cup roasted chopped walnuts', '1/2 cup dried cherries', '1 Belgian endive, thinly sliced', '1/4 cup roasted walnut oil', '2 tablespoons balsamic vinegar', 'Ground black pepper, to taste', '1/2 teaspoon smoked salt', 'Frisée lettuce for serving']","['Place chicken, walnuts, cherries and endive in a large serving bowl.&nbsp;', 'In a small bowl, whisk the walnut oil into the balsamic vinegar and season with black pepper.&nbsp;', 'Pour the vinaigrette over the chicken mixture and toss well to coat.&nbsp;', 'Season the chicken mixture with smoked salt and toss gently to combine all of the ingredients.&nbsp;', 'Serve over a bed of fris&eacute;e lettuce.']"
1284,What should I do once that step is taken care of?,request_next_step,"student: Why do I need to drain the haricots verts if they are being poured into water? | teacher: It creates a pure, greener taste. | student: I steamed the haricots verts and then drained and cooled them. What can I do next? | teacher: I've shared the next step with you.",Wizard-of-Task-food-21,https://www.wholefoodsmarket.com/recipes/salade-niçoise,food,No that is all.,answer_question_recipe_steps,food,food-21-8,Salade Niçoise,Our version of this proven&ccedil;al specialty is perfect for a lunch or light dinner. Add a crusty baguette and a glass of wine and you'll be instantly transported to the Cote d'Azure.,"['1/2 pound haricots verts (small, thin green beans), trimmed', '1 pound very small new potatoes', '6 cups green leaf lettuce, torn into bite-size pieces', '2 small ripe tomatoes, quartered', '3 hard boiled eggs, peeled and quartered', '4 anchovy fillets', '16 Niçoise olives', '1 (7.76-ounce) jar Ortiz tuna', '1/3 cup prepared vinaigrette', 'Ground black pepper, to taste']","['Lightly steam haricots verts, then drain and plunge them into ice water to cool.&nbsp;', 'Drain and set aside.&nbsp;', 'Cook potatoes until just tender, then run under cold water to cool.&nbsp;', 'Drain, quarter and set aside.&nbsp;', 'Arrange lettuce in the center of a large plate or on individual plates.&nbsp;', 'Compose salad on lettuce by arranging green beans, tomatoes, potatoes, eggs, anchovies and olives on top.&nbsp;', 'Place tuna in center, drizzle with vinaigrette, season with pepper and serve.']"
1285,The water will soften the onions,answer_question_recipe_steps,"student: After stirring whole thing often, add diced mango 1 and 1/8 teaspoon fine sea salt. | teacher: After adding your garlic and onions and stirring often you must first add 1/2 cup water and cook until most of it evaporates before adding the mango. | student: How long will it take for the water to evaporate? | student: What's the point of adding the water to the mixture if I'm just going to let it evaporate?",Wizard-of-Task-food-24,https://www.wholefoodsmarket.com/recipes/tofu-caribbean-salad-watercress,food,"You will want to use 1/4 of the mixture for each patty, about 3/4 inches thick. It is really up to you!",answer_question_recipe_steps,food,food-24-12,Tofu Caribbean Salad with Watercress,Serve this protein-packed salad featuring sweet mango and peppery watercress over brown rice or noodles.,"['1/2 (7.0-ounce) package firm tofu, cut into bite-size cubes and dried well', '1 tablespoon curry powder', '2 tablespoons extra-virgin olive oil', '4 cloves garlic, chopped', '1 small yellow onion, chopped', '1 mango, diced', '1/8 teaspoon fine sea salt', '1/4 teaspoon ground black pepper', '1 bunch watercress, trimmed']","['Combine tofu and curry powder in a bowl and toss to coat.&nbsp;', 'Heat oil in a large skillet over medium heat.&nbsp;', 'Add tofu and cook for 10 minutes, turning often.&nbsp;', 'Add garlic and onions and cook for 5 minutes, stirring often, until fragrant and starting to soften.&nbsp;', 'Add 1/2 cup water and cook until most of the water evaporates, 5 to 10 minutes.&nbsp;', 'Stir in mango and cook just until heated through.&nbsp;', 'Season with salt and pepper.&nbsp;', 'Place watercress in a serving bowl and spoon the hot curried tofu mixture over the top. Serve immediately.']"
1286,ADD THE WATER UNTIL THE WATER EVAPORATES,answer_question_recipe_steps,"teacher: The water will soften the onions | teacher: It should take around 5-10 minutes for most of the water to evaporate.  | student: Is the water supposed to be cold or can it be room temperature? | student: Once the water is fully evaporated, what step is next?",Wizard-of-Task-food-24,https://www.wholefoodsmarket.com/recipes/tofu-caribbean-salad-watercress,food,"No, you need to roast them for 12-15 minutes.",answer_question_recipe_steps,food,food-24-14,Tofu Caribbean Salad with Watercress,Serve this protein-packed salad featuring sweet mango and peppery watercress over brown rice or noodles.,"['1/2 (7.0-ounce) package firm tofu, cut into bite-size cubes and dried well', '1 tablespoon curry powder', '2 tablespoons extra-virgin olive oil', '4 cloves garlic, chopped', '1 small yellow onion, chopped', '1 mango, diced', '1/8 teaspoon fine sea salt', '1/4 teaspoon ground black pepper', '1 bunch watercress, trimmed']","['Combine tofu and curry powder in a bowl and toss to coat.&nbsp;', 'Heat oil in a large skillet over medium heat.&nbsp;', 'Add tofu and cook for 10 minutes, turning often.&nbsp;', 'Add garlic and onions and cook for 5 minutes, stirring often, until fragrant and starting to soften.&nbsp;', 'Add 1/2 cup water and cook until most of the water evaporates, 5 to 10 minutes.&nbsp;', 'Stir in mango and cook just until heated through.&nbsp;', 'Season with salt and pepper.&nbsp;', 'Place watercress in a serving bowl and spoon the hot curried tofu mixture over the top. Serve immediately.']"
